ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET
5000203,M,N,Y,0,349900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23239,365243,1,1,0,0,Realty agents,2,1
5000204,M,Y,Y,1,183600.0,Working,Secondary / secondary special,Married,House / apartment,-18565,-4723,1,1,1,0,IT staff,2,0
5000205,M,N,N,2,218200.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-17194,-266,1,0,0,0,Managers,4,0
5000206,M,N,Y,2,303700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14290,-5282,1,0,0,0,Sales staff,4,0
5000207,F,N,Y,0,318000.0,Working,Higher education,Married,House / apartment,-12075,-3082,1,1,0,1,Core staff,2,0
5000208,M,Y,N,0,259400.0,Working,Secondary / secondary special,Married,House / apartment,-15823,-3553,1,0,0,0,Low-skill Laborers,1,1
5000209,F,N,N,2,277000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14716,365243,1,0,0,0,Cooking staff,4,1
5000210,F,N,Y,2,314700.0,Pensioner,Higher education,Married,House / apartment,-13800,365243,1,1,1,0,Waiters/barmen staff,4,1
5000211,F,Y,Y,1,227500.0,Working,Higher education,Married,House / apartment,-21983,0,1,0,0,0,Medicine staff,2,1
5000212,M,N,Y,0,239100.0,Working,Secondary / secondary special,Married,With parents,-8305,-170,1,0,0,0,Medicine staff,2,0
5000213,F,N,Y,0,433300.0,State servant,Secondary / secondary special,Married,House / apartment,-24479,-3994,1,0,0,0,High skill tech staff,2,0
5000214,F,Y,N,3,185600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13750,-2022,1,0,0,1,High skill tech staff,5,1
5000215,F,N,N,0,131300.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-17338,-3558,1,0,0,0,Realty agents,1,1
5000216,M,N,Y,2,239700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15571,-2707,1,0,0,0,Core staff,4,0
5000217,M,N,Y,0,237400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19173,-2211,1,0,0,0,Cooking staff,1,0
5000218,F,Y,Y,1,145600.0,Commercial associate,Higher education,Married,House / apartment,-12964,-2439,1,0,0,0,Core staff,3,1
5000219,M,N,Y,0,231800.0,Working,Secondary / secondary special,Married,Co-op apartment,-21429,-4256,1,1,0,0,Sales staff,2,1
5000220,M,Y,Y,0,131600.0,Working,Higher education,Married,House / apartment,-21288,-645,1,0,0,0,High skill tech staff,2,1
5000221,F,N,N,0,180300.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-23994,-1814,1,1,0,0,IT staff,2,0
5000222,F,N,N,2,266600.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24019,365243,1,0,1,0,IT staff,4,1
5000223,F,N,Y,1,134300.0,Working,Higher education,Married,House / apartment,-16554,0,1,0,1,0,Waiters/barmen staff,3,0
5000224,M,N,N,1,208000.0,Pensioner,Secondary / secondary special,Separated,With parents,-11516,365243,1,0,0,0,Private service staff,2,1
5000225,F,Y,N,4,102300.0,Commercial associate,Secondary / secondary special,Separated,With parents,-9568,-783,1,0,0,0,Accountants,6,1
5000226,M,Y,Y,0,186800.0,Working,Higher education,Civil marriage,House / apartment,-23586,-3217,1,0,0,0,High skill tech staff,2,1
5000227,F,N,Y,2,347800.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22623,365243,1,0,0,0,Private service staff,4,1
5000228,F,Y,Y,0,510400.0,Working,Higher education,Married,House / apartment,-14465,-3727,1,1,1,0,Medicine staff,2,1
5000229,M,N,Y,0,216400.0,Working,Secondary / secondary special,Married,House / apartment,-22783,0,1,1,0,0,Waiters/barmen staff,1,1
5000230,M,N,N,0,262200.0,Working,Secondary / secondary special,Married,House / apartment,-14981,-624,1,0,0,0,Security staff,2,1
5000231,M,N,Y,3,148000.0,Pensioner,Lower secondary,Widow,House / apartment,-24400,365243,1,0,0,0,Private service staff,4,0
5000232,F,Y,Y,1,256600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7923,-487,1,1,1,0,Sales staff,3,0
5000233,F,N,Y,0,371100.0,Pensioner,Higher education,Separated,House / apartment,-12693,365243,1,0,0,1,Core staff,1,0
5000234,F,Y,N,3,232000.0,Working,Secondary / secondary special,Married,House / apartment,-9463,-182,1,0,0,0,Drivers,4,0
5000235,F,N,Y,1,331100.0,Working,Higher education,Civil marriage,House / apartment,-15525,-1372,1,1,1,0,High skill tech staff,3,0
5000236,F,N,N,1,180300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8281,-3549,1,0,0,0,Security staff,3,0
5000237,F,N,N,1,116000.0,Working,Secondary / secondary special,Married,House / apartment,-21096,-2672,1,1,0,1,Managers,3,0
5000238,M,N,Y,0,200600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15572,365243,1,0,0,0,Medicine staff,2,1
5000239,M,Y,Y,0,178200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9902,365243,1,1,1,0,Cleaning staff,2,0
5000240,F,N,Y,1,322700.0,Working,Secondary / secondary special,Married,House / apartment,-8326,-3717,1,0,0,0,Accountants,3,0
5000241,F,N,Y,0,324800.0,State servant,Secondary / secondary special,Married,House / apartment,-13177,-3201,1,0,1,0,Cleaning staff,1,1
5000242,M,Y,Y,1,144300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10499,-5925,1,0,0,0,IT staff,3,0
5000243,F,N,N,0,271500.0,Working,Secondary / secondary special,Married,House / apartment,-23604,-7384,1,0,0,0,Realty agents,2,1
5000244,F,N,N,1,300300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14273,-3117,1,0,1,0,Managers,3,0
5000245,F,N,Y,2,189700.0,State servant,Secondary / secondary special,Married,House / apartment,-25141,-999,1,0,0,0,Waiters/barmen staff,4,0
5000246,F,N,Y,0,239600.0,Commercial associate,Incomplete higher,Married,House / apartment,-23493,-1069,1,0,0,0,Private service staff,2,1
5000247,M,Y,Y,0,286900.0,Commercial associate,Higher education,Married,House / apartment,-21078,-3813,1,0,0,0,IT staff,2,0
5000248,M,N,Y,0,337000.0,Working,Secondary / secondary special,Separated,Office apartment,-15162,-1297,1,0,0,0,Laborers,2,1
5000249,F,Y,Y,0,241800.0,Pensioner,Academic degree,Married,House / apartment,-24342,365243,1,0,0,0,Secretaries,2,1
5000250,F,N,N,0,265100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15253,-104,1,0,0,0,HR staff,2,0
5000251,F,Y,Y,0,106800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21609,-1783,1,1,0,0,Private service staff,2,0
5000252,F,N,Y,0,298900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16653,-1851,1,0,1,0,High skill tech staff,1,1
5000253,M,Y,N,0,144400.0,Working,Secondary / secondary special,Married,House / apartment,-19496,-1737,1,0,1,0,Secretaries,2,1
5000254,M,Y,Y,3,94000.0,Working,Higher education,Married,House / apartment,-14620,-4455,1,1,0,0,Drivers,5,0
5000255,F,Y,N,0,283700.0,Working,Higher education,Separated,House / apartment,-20108,-3011,1,0,1,0,Realty agents,1,1
5000256,F,N,N,0,244300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21422,-3631,1,0,0,1,Waiters/barmen staff,1,1
5000257,M,Y,Y,1,139500.0,Student,Secondary / secondary special,Married,House / apartment,-11603,-2901,1,0,0,0,Private service staff,3,0
5000258,M,Y,Y,0,291100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15364,0,1,0,0,0,Accountants,2,1
5000259,F,Y,N,1,138300.0,Working,Secondary / secondary special,Married,House / apartment,-23461,-3328,1,0,1,0,Medicine staff,3,0
5000260,M,Y,Y,1,236900.0,Working,Secondary / secondary special,Civil marriage,With parents,-8269,-586,1,0,0,0,Core staff,3,1
5000261,F,N,Y,1,285800.0,Working,Secondary / secondary special,Married,House / apartment,-13068,-1014,1,0,1,0,Managers,2,1
5000262,M,N,N,0,324700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21289,-1063,1,0,0,0,HR staff,1,0
5000263,M,Y,Y,0,200700.0,Commercial associate,Higher education,Married,House / apartment,-22442,-5383,1,0,0,1,Low-skill Laborers,1,1
5000264,F,Y,Y,4,316300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21043,-2578,1,0,1,0,Accountants,6,1
5000265,M,Y,Y,2,210800.0,Working,Secondary / secondary special,Separated,House / apartment,-19928,-2733,1,0,0,0,Laborers,3,0
5000266,M,Y,Y,1,161600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-16546,365243,1,0,0,0,Core staff,2,1
5000267,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9650,-1174,1,1,0,0,Core staff,2,0
5000268,M,Y,N,0,190800.0,Working,Secondary / secondary special,Married,Municipal apartment,-12813,-4751,1,0,0,0,Sales staff,1,1
5000269,M,Y,Y,1,74500.0,Working,Higher education,Married,House / apartment,-20649,-1307,1,0,0,0,Secretaries,3,0
5000270,M,Y,Y,0,297900.0,Pensioner,Higher education,Married,House / apartment,-20191,365243,1,1,0,0,Core staff,1,0
5000271,M,N,N,3,261700.0,Working,Secondary / secondary special,Married,House / apartment,-18595,-1267,1,0,0,0,Drivers,5,0
5000272,M,Y,Y,3,180900.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-8761,-991,1,0,0,0,Realty agents,5,1
5000273,F,N,Y,0,269400.0,Working,Higher education,Single / not married,House / apartment,-16069,-1937,1,0,0,0,Cooking staff,1,0
5000274,F,N,Y,0,137400.0,Commercial associate,Secondary / secondary special,Married,With parents,-19653,-3972,1,1,1,1,Managers,1,0
5000275,M,N,Y,0,273700.0,Working,Lower secondary,Married,House / apartment,-22053,-6039,1,1,0,0,Accountants,1,0
5000276,M,Y,Y,0,292800.0,State servant,Incomplete higher,Married,House / apartment,-9451,0,1,0,1,0,Sales staff,2,0
5000277,F,N,Y,0,129100.0,Working,Incomplete higher,Married,House / apartment,-17418,-4620,1,0,0,1,Low-skill Laborers,2,0
5000278,F,N,Y,1,306400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20591,-2412,1,0,0,0,Managers,3,1
5000279,F,N,Y,0,211700.0,Working,Higher education,Separated,House / apartment,-23503,-1823,1,0,0,0,Medicine staff,2,0
5000280,M,N,N,0,212100.0,Working,Secondary / secondary special,Married,Rented apartment,-14514,-2045,1,1,0,0,Low-skill Laborers,2,0
5000281,M,Y,Y,0,129500.0,Working,Secondary / secondary special,Married,House / apartment,-16841,-4582,1,0,1,0,Waiters/barmen staff,2,1
5000282,M,N,N,0,327500.0,Working,Secondary / secondary special,Married,House / apartment,-19052,-3504,1,0,0,1,Low-skill Laborers,2,0
5000283,M,N,Y,0,328400.0,Working,Higher education,Married,House / apartment,-13717,-1072,1,0,0,0,Security staff,1,1
5000284,F,Y,Y,3,390300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11005,-3584,1,0,0,0,Managers,4,1
5000285,M,Y,Y,0,341400.0,Working,Higher education,Married,House / apartment,-8023,-1975,1,0,0,0,High skill tech staff,1,0
5000286,M,N,Y,2,243400.0,Working,Higher education,Widow,House / apartment,-15916,-1012,1,0,0,0,Realty agents,3,0
5000287,M,Y,Y,0,255200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16422,0,1,0,0,0,Cleaning staff,2,1
5000288,F,N,Y,1,95600.0,Working,Secondary / secondary special,Married,House / apartment,-17604,-492,1,0,0,0,Drivers,3,0
5000289,M,N,Y,0,89400.0,Commercial associate,Higher education,Married,House / apartment,-19381,-2764,1,0,0,1,HR staff,1,0
5000290,F,N,Y,0,217600.0,Working,Secondary / secondary special,Married,House / apartment,-23817,-1161,1,0,0,0,Managers,2,1
5000291,M,Y,Y,0,214900.0,Commercial associate,Higher education,Married,House / apartment,-16239,-3000,1,0,0,1,Managers,2,1
5000292,F,N,N,1,158800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13899,-4079,1,0,1,1,Cleaning staff,2,0
5000293,M,N,Y,0,220800.0,Commercial associate,Higher education,Married,House / apartment,-23591,-1611,1,0,0,0,Secretaries,1,1
5000294,F,N,N,0,169400.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-23074,-1747,1,0,0,0,Laborers,1,0
5000295,F,Y,Y,0,329300.0,Working,Incomplete higher,Civil marriage,House / apartment,-20035,0,1,0,1,0,Drivers,2,0
5000296,F,Y,Y,1,234900.0,State servant,Lower secondary,Married,House / apartment,-12536,-4397,1,1,0,0,Managers,3,1
5000297,F,Y,Y,0,176900.0,Pensioner,Secondary / secondary special,Married,Office apartment,-11085,365243,1,1,1,0,Realty agents,1,1
5000298,F,Y,N,0,329100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19915,365243,1,1,0,0,Accountants,2,1
5000299,F,N,Y,1,136800.0,Working,Secondary / secondary special,Married,Co-op apartment,-11512,-1537,1,1,0,1,Medicine staff,3,0
5000300,F,Y,N,0,444300.0,Commercial associate,Incomplete higher,Single / not married,With parents,-9989,-1918,1,0,0,0,Low-skill Laborers,2,0
5000301,M,Y,N,0,454100.0,State servant,Lower secondary,Married,House / apartment,-12600,-2510,1,0,0,0,Managers,2,1
5000302,F,N,Y,0,246900.0,State servant,Secondary / secondary special,Married,House / apartment,-8672,-3020,1,0,0,0,Managers,2,1
5000303,F,Y,Y,1,215800.0,Working,Secondary / secondary special,Married,House / apartment,-14191,-2080,1,0,0,0,IT staff,3,0
5000304,F,Y,Y,3,118800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20655,365243,1,0,1,0,Private service staff,4,0
5000305,F,N,Y,1,226200.0,Working,Higher education,Married,House / apartment,-13711,-3607,1,0,0,0,Realty agents,3,1
5000306,M,Y,N,2,208700.0,Working,Incomplete higher,Single / not married,House / apartment,-22887,-3223,1,0,0,0,Waiters/barmen staff,4,0
5000307,F,N,N,1,283700.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12976,-5412,1,0,0,0,Cooking staff,3,1
5000308,M,N,Y,0,215000.0,Working,Secondary / secondary special,Married,House / apartment,-10882,-4026,1,0,0,0,Low-skill Laborers,1,0
5000309,M,Y,Y,3,138900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17165,0,1,1,0,0,Drivers,5,0
5000310,F,N,Y,0,203600.0,Pensioner,Secondary / secondary special,Married,With parents,-16383,365243,1,0,1,0,Secretaries,2,0
5000311,M,N,N,2,169700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14582,-1623,1,0,0,0,IT staff,4,0
5000312,M,Y,Y,0,136500.0,Working,Higher education,Married,House / apartment,-9814,-457,1,1,1,0,Core staff,2,1
5000313,M,N,N,1,349100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24764,365243,1,0,1,0,Cooking staff,3,1
5000314,M,N,Y,4,111500.0,Working,Higher education,Separated,House / apartment,-23563,-3649,1,0,0,1,IT staff,6,0
5000315,M,N,N,2,333000.0,Commercial associate,Higher education,Married,House / apartment,-15387,-1699,1,0,0,0,Drivers,4,1
5000316,M,N,Y,2,230300.0,Working,Secondary / secondary special,Married,House / apartment,-11932,-2554,1,0,0,0,Drivers,4,1
5000317,F,Y,Y,2,293200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10629,-2300,1,0,1,0,Security staff,3,0
5000318,M,N,N,0,360600.0,Working,Lower secondary,Married,House / apartment,-9911,-2787,1,0,0,0,Waiters/barmen staff,1,0
5000319,F,Y,N,0,177800.0,Commercial associate,Higher education,Single / not married,House / apartment,-19760,-304,1,0,1,1,Cleaning staff,1,0
5000320,F,N,Y,0,235100.0,Commercial associate,Higher education,Married,With parents,-10515,-5013,1,1,0,0,Security staff,2,0
5000321,F,N,N,0,183800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17648,-3064,1,0,0,0,High skill tech staff,2,0
5000322,M,Y,Y,0,209300.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-11847,-1128,1,0,1,0,Drivers,1,0
5000323,F,Y,Y,0,285300.0,Commercial associate,Incomplete higher,Married,House / apartment,-7963,-6075,1,0,0,0,Medicine staff,1,1
5000324,F,N,Y,2,221800.0,State servant,Secondary / secondary special,Married,House / apartment,-13725,-1381,1,0,0,0,Laborers,3,0
5000325,F,Y,Y,1,233800.0,Working,Secondary / secondary special,Civil marriage,With parents,-17779,-1226,1,0,1,0,High skill tech staff,3,0
5000326,F,Y,N,0,155500.0,Pensioner,Higher education,Married,House / apartment,-13172,365243,1,0,0,0,Drivers,2,1
5000327,F,Y,Y,1,217300.0,Working,Secondary / secondary special,Married,House / apartment,-16610,-2852,1,0,1,1,Realty agents,3,1
5000328,F,N,Y,1,190100.0,State servant,Secondary / secondary special,Married,House / apartment,-8741,-4079,1,1,0,0,Low-skill Laborers,2,0
5000329,M,Y,N,2,227700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13813,365243,1,0,0,0,Sales staff,3,0
5000330,F,N,Y,0,150900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9631,-2570,1,0,0,0,Sales staff,1,1
5000331,M,N,Y,1,178400.0,Pensioner,Higher education,Civil marriage,House / apartment,-23473,365243,1,0,0,0,Waiters/barmen staff,2,1
5000332,F,Y,Y,0,248600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13084,-51,1,0,0,0,HR staff,1,0
5000333,F,N,N,2,279000.0,Working,Secondary / secondary special,Married,House / apartment,-24319,-5268,1,0,1,0,Secretaries,3,1
5000334,M,Y,Y,2,239900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23415,-701,1,0,0,0,Private service staff,4,0
5000335,F,Y,N,0,202000.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-14065,-2612,1,0,0,0,Low-skill Laborers,2,0
5000336,M,N,N,0,174800.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-22083,-4121,1,0,1,0,Cleaning staff,2,1
5000337,F,Y,N,0,108900.0,Pensioner,Higher education,Married,House / apartment,-18588,365243,1,0,0,0,Private service staff,2,0
5000338,M,N,N,0,353500.0,Working,Lower secondary,Married,House / apartment,-19270,-4194,1,1,0,0,Core staff,2,0
5000339,F,N,Y,0,323500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14307,-1129,1,0,0,0,Cooking staff,2,0
5000340,M,Y,N,2,373200.0,Working,Secondary / secondary special,Married,House / apartment,-16326,-2982,1,1,1,0,Drivers,4,0
5000341,F,N,Y,0,369100.0,Working,Secondary / secondary special,Married,House / apartment,-14651,-2782,1,1,0,0,Drivers,1,1
5000342,F,N,Y,0,252700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10787,0,1,1,0,0,Secretaries,2,0
5000343,F,Y,Y,1,494700.0,State servant,Incomplete higher,Civil marriage,House / apartment,-23691,-2477,1,1,0,0,Core staff,3,1
5000344,F,N,N,1,211200.0,Working,Higher education,Married,Co-op apartment,-17135,-1232,1,0,1,0,Low-skill Laborers,3,0
5000345,F,N,Y,0,235200.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14250,-5290,1,0,0,0,Security staff,2,0
5000346,F,N,N,2,176400.0,Working,Incomplete higher,Civil marriage,House / apartment,-19395,-1945,1,0,0,0,Realty agents,3,1
5000347,M,N,N,1,134400.0,Working,Secondary / secondary special,Married,House / apartment,-19495,-1933,1,0,0,0,Security staff,3,0
